nl_query,action,time,user,source,src_ip,hostname,severity,status_code,structured_query,event_ts
find logout events by user root from ip 10.0.0.1 last 7 days in windows event log,logout,last7d,root,windows,10.0.0.1,*,*,*,action=logout user=root source=windows src_ip=10.0.0.1 earliest=-7d@d latest=now,2025-09-30T12:23:26
give me request events by user anonymous on db-prod-02 with status 500 past week in web server,access,last7d,anonymous,web,*,db-prod-02,*,500,action=access user=anonymous source=web hostname=db-prod-02 status_code=500 earliest=-7d@d latest=now,2025-10-03T12:23:26
find restart events by user jsmith from ip 10.0.0.1 this week in host,restart,last7d,jsmith,host,10.0.0.1,*,*,*,action=restart user=jsmith source=host src_ip=10.0.0.1 earliest=-7d@d latest=now,2025-10-01T12:23:26
pull up delete events today in network security,deletion,today,*,firewall,*,*,*,*,action=deletion source=firewall earliest=@d latest=now,2025-10-04T06:07:26
show me informational auth success events by user anonymous with status 500 this month in firewall,success,last30d,anonymous,firewall,*,*,info,500,action=success user=anonymous source=firewall severity=info status_code=500 earliest=-30d@d latest=now,2025-09-24T12:23:26
show me failed logins from yesterday,failure,yesterday,*,auth,*,*,*,*,action=failure source=auth earliest=@d-1d latest=@d,2025-10-04T12:23:26
list all successful logins in the last 7 days,success,last7d,*,auth,*,*,*,*,action=success source=auth earliest=-7d@d latest=now,2025-10-04T12:23:26
find all requests from ip 10.0.0.1,access,last24h,*,web,10.0.0.1,*,*,*,action=access source=web src_ip=10.0.0.1 earliest=-24h latest=now,2025-10-04T12:23:26
show critical errors on web-server-01 last hour,error,last1h,*,web,*,web-server-01,critical,*,action=error source=web hostname=web-server-01 severity=critical earliest=-60m latest=now,2025-10-04T12:23:26
display all 404 errors from yesterday,error,yesterday,*,web,*,*,*,404,action=error source=web status_code=404 earliest=@d-1d latest=@d,2025-10-04T12:23:26
list 500 errors on app-server-03 today,error,today,*,web,*,app-server-03,*,500,action=error source=web hostname=app-server-03 status_code=500 earliest=@d latest=now,2025-10-04T12:23:26
show firewall denies from 192.168.1.100 last hour,deny,last1h,*,firewall,192.168.1.100,*,*,*,action=deny source=firewall src_ip=192.168.1.100 earliest=-60m latest=now,2025-10-04T12:23:26
find blocked traffic to port 22 today,deny,today,*,firewall,*,*,*,*,action=deny source=firewall earliest=@d latest=now,2025-10-04T12:23:26
list all firewall accepts from 10.0.0.1 yesterday,allow,yesterday,*,firewall,10.0.0.1,*,*,*,action=allow source=firewall src_ip=10.0.0.1 earliest=@d-1d latest=@d,2025-10-04T12:23:26
show failed login attempts on windows last 24 hours,failure,last24h,*,windows,*,*,*,*,action=failure source=windows earliest=-24h latest=now,2025-10-04T12:23:26
find event 4625 from yesterday,failure,yesterday,*,windows,*,*,*,*,action=failure source=windows earliest=@d-1d latest=@d,2025-10-04T12:23:26
list all user creation events this week,creation,last7d,*,windows,*,*,*,*,action=creation source=windows earliest=-7d@d latest=now,2025-10-04T12:23:26
